jobId,title,company,roleFamily,postingAge,ats,myDecision,xrayDecision,rule,stage,confidence,agreement,hiringReality,capability,evidence,eligibility,positioning,canWork,postingCategories,actions,dataGaps,traceInputCount
82ab60c4-69a8-4098-a404-82b712e43150,"Senior SWE, AI Backend: Observe by Snowflake",Snowflake,AI/ML + backend,118 days,ashby,APPLY_NOW,APPLY_NOW,RI2,I_apply,medium,Yes,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
35757934-eace-40ca-9291-53df90f9e48e,Staff Machine Learning Engineer - Cortex Code Quality,Snowflake,ML engineering,127 days,ashby,STRENGTHEN_FIRST,APPLY_NOW,RI2,I_apply,medium,Partial,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
349df183-df7b-466b-929f-0c07546400e9,"Applied Scientist, Customer FinOps Intelligence",Snowflake,Applied science,121 days,ashby,STRENGTHEN_FIRST,SKIP,RE1,E_capability,medium,No,LIKELY_LIVE,MISMATCH,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,confirm_everify_participation|choose_different_target,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,6
ec94f69a-c0a5-4c97-bb11-60d91198877a,Staff Software Engineer - AI SDK,Temporal,AI infra,103 days,greenhouse,STRENGTHEN_FIRST,APPLY_NOW,RI2,I_apply,medium,Partial,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,TUNABLE,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
bdd13595-162d-4d86-81e3-acebad4c817e,"Staff Software Engineer, Cortex AI Infrastructure",Snowflake,AI infra,108 days,ashby,STRENGTHEN_FIRST,APPLY_NOW,RI2,I_apply,medium,Partial,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,ALIGNED,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
b1f68f3d-8ac0-4df3-ac34-c1d678afb830,Staff Software Engineer (Platform - Financial Engineering),Coinbase,Backend / fintech,113 days,custom,STRENGTHEN_FIRST,APPLY_NOW,RI2,I_apply,medium,Partial,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,ALIGNED,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
076db0e8-fb74-4f13-b52b-04eb11a3928b,Staff Software Engineer - AI I,Thomson Reuters,AI/ML,101 days,workday,STRENGTHEN_FIRST,APPLY_NOW,RI2,I_apply,medium,Partial,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,ALIGNED,YES,,confirm_everify_participation|confirm_requirement_status,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,5
dd6ead4c-ee8c-4ce6-b21b-84b39d13a2e7,Principal Software Engineer – AI & Cloud (Healthcare / EHR,Oracle,Backend / AI,104 days,custom,SKIP,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,Partial,LIKELY_LIVE,MISMATCH,THIN,NEEDS_CLARIFICATION,ALIGNED,YES,SPONSORSHIP_SCOPE_AMBIGUOUS,verify_posting|confirm_everify_participation|confirm_future_sponsorship_policy,board-check-stale|everify-participation-unknown|ghost-risk-cache-stale|sponsorship-scope-unstated,15
7140bf3e-82ad-4334-b800-f8454234141e,"Principal Software Developer - Oracle Health, US citizensh",Oracle,Backend,115 days,custom,SKIP,SKIP,RC1,C_explicit_requirement_conflict,medium,Yes,LIKELY_LIVE,NEAR_MISS,THIN,EXPLICIT_REQUIREMENT_CONFLICT,MISALIGNED,YES,CITIZENSHIP_REQUIRED,confirm_everify_participation|choose_different_target,board-check-stale|everify-participation-unknown,4
23528ac4-e204-4b11-90dd-706c2f48e5b8,Software Engineer - Early Career (Front-end),Apple,Frontend,105 days,custom,STRENGTHEN_FIRST,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,No,LIKELY_LIVE,EXCEEDS,UNREADABLE,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,verify_posting|confirm_everify_participation,board-check-stale|everify-participation-unknown|job-requirements-unextractable|role-specific-sponsorship-unknown,15
f97f82e0-b514-4f14-a287-040a5d41cdae,"Engineering Manager, (Apple/Android), SDK Vienna, Austria",Sentry,Eng management,113 days,custom,SKIP,SKIP,RE1,E_capability,medium,Yes,LIKELY_LIVE,MISMATCH,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,confirm_everify_participation|choose_different_target,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,6
adb9e4b6-5cd5-4096-a403-30533119d581,Forward Deployed Software Engineer,Palantir,Forward deployed,6095 days,lever,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,Yes,LIKELY_LIVE,EXCEEDS,ADEQUATE,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,verify_posting|confirm_everify_participation,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,15
7a23a5da-991f-432f-b1c7-d95a3ba2e375,Application Security Engineer,Palantir,Security engineering,5084 days,lever,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,Yes,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,verify_posting|confirm_everify_participation,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,15
82b14ca9-6d60-41da-b9f8-7abae7e32473,"Software Engineer, Applied AI",mercor,AI engineering,101 days,ashby,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,Yes,LIVE,EXCEEDS,ADEQUATE,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,verify_posting|confirm_everify_participation,everify-participation-unknown|role-specific-sponsorship-unknown,15
8ab94406-57bd-4c59-a077-8b18e0c06708,engineering and product,Samsara Inc.,UNCLEAR,110 days,custom,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RD0,D_sufficiency,unknown,Yes,LIKELY_LIVE,NEAR_MISS,THIN,EMPLOYER_ACTION_MAY_BE_NEEDED,MISALIGNED,YES,,verify_posting|confirm_everify_participation,board-check-stale|everify-participation-unknown|role-specific-sponsorship-unknown,15
